SMILES,Odor,Stimulus,CID
C/C(=C/C1=CC=CC=C1)/C(=O)C,berry; caramellic; fruity; sweet,5355902,5355902
CCOC(/C=C/C1=CC=CC=C1)OCC,fresh; green; spicy; sweet,5356250,5356250
CCCCCOC(=O)/C=C\C,apple; chamomile; fresh; fruity; pungent,5356256,5356256
C/C=C/C(=O)OCC1=CC=CC=C1,herbal; spicy; warm,5356259,5356259
CCCCCC(=O)OC/C=C/C1=CC=CC=C1,balsamic; fruity; sweet,5356261,5356261
C/C=C(/C)\C(=O)OC,ethereal; fruity; herbal; rum,5356352,5356352
CC(=CCC/C(=C\CC[C@@](C)(C=C)O)/C)C,floral; green; woody,5356544,5356544
C/C=C\C(=O)C,fishy; fruity; musty; pungent; spicy,5356572,5356572
CCCCCCC/C=C\C(=O)O,fatty; fruity; orange; peach; sweet; waxy,5356596,5356596
C=C/C=C\C=O,green; pungent; spicy,5356697,5356697
CC1=CCCC(C1/C=C(/C)\C(=O)C)(C)C,floral; orris; sweet; violet,5356787,5356787
CC1=C(C(CCC1)(C)C)/C=C(/C)\C(=O)C,orris; woody,5356788,5356788
CCCCC/C=C\C,gasoline,5356796,5356796
CCCCCCCCOC(=O)/C=C\C,floral; fresh; fruity; herbal,5356896,5356896
CCCCCCOC(=O)/C=C\C,apple; fruity; pear; pineapple; woody,5356908,5356908
CCOC(=O)/C(=C\C1=CC=CC=C1)/C(=O)C,caramellic; fruity; spicy,5356940,5356940
C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,dry; green; herbal; leafy; rose,5357002,5357002
C1CCC(CC1)OC(=O)/C=C/C2=CC=CC=C2,almond; balsamic; cherry; fruity; sweet,5357153,5357153
CC(C)C(=O)OC(C)(CC/C=C(/C)\CCC=C(C)C)C=C,fruity; pear; sweet; woody,5357159,5357159
CCC/C=C/CCC,gasoline,5357253,5357253
CCCCCC/C=C\C(=O)OC,coconut; fatty; green; violet,5357388,5357388
CCCC/C=C/C(C)O,earthy; green; melon; mushroom; nutty,5358336,5358336
CCCC/C=C/C(=O)OCC,apple; fruity; green; melon,5358363,5358363
CCC(=O)/C=C\C,green; horseradish; metallic; pungent; rum; spicy; tropical,5358374,5358374
CCCCC(CO)C(=O)C,fruity; herbal; spicy,5362561,5362561
CC1=C(SC(=N1)C)C=C,meaty; nutty,5362563,5362563
CCC(C)C1N=C(C(S1)C)C,chocolate; herbal; nutty; roasted; vegetable,5362564,5362564
CC(C)/C=C(\C)/C(=O)O,animal; cheesy; fruity; ripe,5362565,5362565
CC1=NC=CC(=N1)C(=O)C,animal; caramellic; meaty; nutty; roasted,5362572,5362572
CCC(CC)C(=O)OC/C=C(\C)/CCC=C(C)C,apple; fruity,5362579,5362579
CCCCC/C=C(\C)/C=O,aldehydic; citrus; fatty; fruity; green; waxy,5362580,5362580
CCOC(=O)C1C(O1)(C)C2=CC=C(C=C2)C,almond; cherry; floral; fruity; sweet; vanilla,5362581,5362581
CCCCC/C=C/CCC(=O)OCC,apple; fatty; green; pear; pineapple; waxy,5362583,5362583
CCC1N=C(C(S1)C)C,cocoa; meaty; musty; nutty; peach,5362584,5362584
CCC(C)C(=O)/C=C/C,hazelnut; metallic,5362588,5362588
CCCCC/C=C/COC(=O)CCC,berry; fruity; waxy,5362591,5362591
CCCCC/C=C/C=C/C(=O)OCCC,fruity; green; melon; pear; tropical; waxy,5362592,5362592
CC/C=C/CC(=O)OCC,fruity; green; pineapple,5362622,5362622
CC/C=C\CC(=O)OCC,apple; fresh; fruity; green; pear; pineapple; sweet; tropical,5362623,5362623
CC(C)C/C=C(/C=O)\C(C)C,cocoa; earthy; herbal; woody,5362661,5362661
CC/C=C\CCCCCC=O,aldehydic; citrus; cucumber,5362695,5362695
CCCCC/C=C/C=C/CO,chicken; fatty,5362696,5362696
CC/C=C\CCCCC=O,citrus; cucumber; fresh,5362720,5362720
CC/C=C/CC(=O)OC,fruity; green; honey; pineapple; tropical,5362782,5362782
CC/C=C\CCCCCO,fruity; green; melon; waxy,5362792,5362792
CC/C=C\CCC=O,creamy; green; vegetable,5362814,5362814
CC/C=C/CCC(=O)OCC,fruity; green; melon; vegetable; waxy,5362816,5362816
CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C,fruity; peach,5362830,5362830
CC/C=C\CC/C=C/CO,cucumber; green; herbal; violet,5362833,5362833
CC(=C)C(C/C=C(\C)/C=C)O,camphoreous,5362854,5362854
CC(=CC/C=C(/C)\CCO)C,floral; rose,5362876,5362876
CC/C(=C\C)/C=O,fruity; pungent,5362897,5362897
CC/C=C\CC/C=C/COC(=O)C,apple; cucumber; green; melon; nutty; spicy; violet,5363120,5363120
CC(C)/C=C/C(=O)C,berry; cheesy; metallic,5363140,5363140
CCCC/C=C/COC(=O)C,fatty; fruity; green; pineapple; sweet; tropical; waxy,5363203,5363203
CCC/C=C/CCOC(=O)C,banana; berry; fruity; green; sweet; tropical,5363206,5363206
CCCCCCC/C=C/COC(=O)C,citrus; fatty; fruity; waxy,5363207,5363207
CCCC/C=C/C(=O)C,earthy; fruity; mushroom,5363229,5363229
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC,oily; sweet,5363230,5363230
CC(C)CC/C=C/C(=O)C,creamy; earthy; fatty; green; meaty; nutty; oily,5363231,5363231
CCCCCC/C=C/C(=O)C,buttery; chicken; fatty; fruity; green; jasmine; savory; waxy,5363233,5363233
CCCCCCCC/C=C\CCCCCCCCOC(=O)C,fatty; fruity; oily,5363289,5363289
CC/C=C\CCOC(=O)C(=O)C,caramellic; green; spicy,5363291,5363291
CCC/C=C\COC(=O)C,fruity; green; tropical,5363374,5363374
CC/C=C\CCOC(=O)C,banana; fruity; grassy; green,5363388,5363388
C/C=C/C=C/COC(=O)C,apple; fruity; pear; pineapple; sweet; winey,5363491,5363491
C/C=C(\C)/C1CCC(O1)(C)C,camphoreous; citrus; fresh; mint,5363526,5363526
CCC/C=C/CCC(=O)C,berry; cheesy; dairy; fruity; herbal,5363537,5363537
CC(=O)/C=C/C1C(=C)CCCC1(C)C,floral; green; violet; woody,5363741,5363741
CC1=CCCC(C1/C=C/C(C)O)(C)C,berry; floral; violet,5363817,5363817
CC/C=C\CCOC(=O)C(C)O,fresh; green; leafy,5364231,5364231
CC/C=C\CC(OCC)OCC,apple; green; herbal; spicy,5364291,5364291
CCCCCC/C=C/C(=O)OCC,fatty; fruity; green; pear; pineapple; waxy,5364389,5364389
CCCC/C=C/CC(=O)OCC,fatty; fruity; pineapple; tropical,5364397,5364397
CCCCC/C=C/C(=O)OCC,fruity; green; pear; pineapple; tropical,5364399,5364399
CCC/C=C/C(=O)OC,fruity; green; musty; sharp,5364409,5364409
CCCCCCCC/C=C/CCCCCCCC(=O)OCC,oily; sweet,5364430,5364430
CCCCCCCC/C=C/C,gasoline,5364452,5364452
CCCC/C=C/CCO,earthy; fresh; herbal; melon,5364475,5364475
CCC/C=C\CCO,floral; grassy; green; herbal; melon,5364517,5364517
CC/C(=C/CC/C(=C/C=O)/C)/C,citrus; fresh; fruity; herbal; lemon,5364526,5364526
CCCCC/C=C/C(=O)OC,fruity; green; melon; pear,5364532,5364532
CCC/C=C/C(=O)C,cheesy; dairy; fruity; grassy; green; milky; sweet,5364578,5364578
CCCC/C=C/C=C/CO,chicken; cucumber; fatty; green; melon,5364586,5364586
CCCCC/C=C\CCO,fresh; green; melon; waxy,5364631,5364631
C/C=C(\C)/C(=O)OCC=C,berry; earthy; fruity; green; herbal; sweet,5364729,5364729
CC/C=C/C=O,apple; fruity; green,5364752,5364752
CCCCCC/C=C/CCCCCCCC(=O)OCC,fatty; oily,5364759,5364759
CCC/C=C/C(=O)OCC,fruity; green; rum; sweet,5364778,5364778
CCCCOC(=O)/C(=C\C)/C,caramellic; chamomile; floral; fruity; herbal; sweet; winey,5364789,5364789
CC/C=C\CO,citrus; ethereal; fruity; green,5364919,5364919
CC/C=C/CO,citrus; ethereal; fresh; fruity; green; metallic,5364920,5364920
CCCCCC/C=C/CO,chicken; fatty; green; melon,5364941,5364941
CCCCCCCCCC/C=C/CO,citrus; waxy,5364949,5364949
CCCCC/C=C\CO,fatty; floral; green; musty; vegetable,5364959,5364959
CCCCCCCC/C=C/CO,floral; rose; waxy,5365004,5365004
CCCCCC/C=C\CO,cucumber; green; melon; waxy,5365027,5365027
CC/C=C\CCOC(=O)CC,apple; citrus; green; pear; sweet; vegetable; waxy,5365049,5365049
CC/C=C\CCOC(=O)C(C)CC,apple; fruity; green; pear; pineapple,5365069,5365069
CCCCCCCC(=O)OC/C=C/CCC,earthy; fruity; green; oily; pear; winey,5365136,5365136
CCC/C=C/C(OCC)OCC,apple; fruity; green,5365137,5365137
CC/C=C\CCOC=O,apple; fruity; green; sharp,5365587,5365587
C/C=C\CCCO,fruity; green; tomato; vegetable,5365589,5365589
C1CCCCOC(=O)CCCCC/C=C\CCC1,musk,5365703,5365703
CC/C=C/C/C=C/CCO,chicken; cucumber; fatty; fishy; green,5365706,5365706
CCOC(/C=C(\C)/CCC=C(C)C)OCC,citrus; fresh; green,5365794,5365794
CC(/C=C(\C)/CCC=C(C)C)O,lemon; pine; woody,5365818,5365818
CCCOC(=O)/C=C/C,apple; caramellic; chamomile; ethereal; fruity,5365824,5365824
CCOC/C=C(\C)/CCC=C(C)C,floral; green; rose; spicy,5365847,5365847
CCCCC(=O)OC/C=C(\C)/CCC=C(C)C,apple; fruity; pineapple; rose; tobacco,5365850,5365850
CC(=CCC/C(=C/CC/C(=C/CCC(C)(C=C)O)/C)/C)C,balsamic; floral; rose; sweet,5365872,5365872
CCCCC(=O)/C=C/C,fruity; green; pineapple; sweet; tropical; vegetable,5365891,5365891
CC/C=C(\C)/C(=O)O,caramellic; green; strawberry; sweet,5365909,5365909
CC(=CCC/C(=C/C(=O)OC)/C)C,fruity; green; waxy,5365910,5365910
C/C=C/C(=O)C1C(C=CCC1(C)C)C,black currant; fruity; rose,5365916,5365916
CC1=CCCC(C1/C=C/C(=O)CCC=C)(C)C,berry; fruity; pineapple; sweet; woody,5365976,5365976
CCC(=O)OC/C=C(/C)\CCC=C(C)C,fruity; sweet,5365982,5365982
CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,floral; rose; sweet,5365991,5365991
CCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,fruity; pineapple; rose; tropical,5365992,5365992
CCCCCCOC(=O)/C=C/C,apple; fruity; pear; pineapple; woody,5366038,5366038
CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C,floral; honey; rose; sweet,5366044,5366044
C/C=C/C(=O)OC1CC(CCC1C(C)C)C,fresh; herbal; mint,5366049,5366049
C/C=C/C(=O)C1=C(C=CCC1(C)C)C,apple; floral; fruity; plum; rose; tea; tobacco,5366074,5366074
C/C=C/C(=O)C1C(=CCCC1(C)C)C,apple; black currant; mint; plum; rose,5366077,5366077
C/C=C(/C)\C(=O)OCCC(C)C,chamomile; floral; fruity; herbal; winey,5366155,5366155
CCCCC(/C=C/C)O,apple; cherry; fruity; pear,5366203,5366203
CC(=C)/C=C/CC(C)(C=C)O,citrus; floral; fresh; fruity; grape; woody,5366264,5366264
CCC/C=C/COC(C)OCC,apple; fresh; fruity; green; sharp; vegetable,5366366,5366366
C/C=C/SSC,fresh; onion; pungent,5366552,5366552
CCCCC/C=C/CC(=O)OC,fatty; fruity; green; pear,5366844,5366844
CCC/C=C/CCC(=O)OC,fruity; green,5366856,5366856
CC/C=C/C=C/CO,almond; cheesy; fatty; nutty,5367391,5367391
CCCCC/C=C/C=C/C=C,green; herbal,5367412,5367412
CCCCCCC/C=C/C=C/C=O,fatty; grapefruit; meaty; orange,5367530,5367530
CCCCCC/C=C/C=C/C=O,buttery; chicken; fatty; green; oily,5367531,5367531
CC/C=C\CCCO,creamy; fruity; grassy; green,5367536,5367536
CC/C=C\CCOC(=O)CC(C)C,apple; fruity; green,5367681,5367681
CC/C=C\CCOC(=O)CC1=CC=CC=C1,floral; green; honey; melon; sweet; tropical; waxy,5367698,5367698
CC/C=C\CCOC(=O)C1=CC=CC=C1,balsamic; green; herbal; sweet; woody,5367706,5367706
CC/C=C/CC1C(CCC1=O)CC(=O)OC,floral; jasmine,5367719,5367719
CC/C=C/C(=O)OCC,apple; banana; fruity; tropical,5367761,5367761
CCCOC(=O)/C(=C/C)/C,chamomile; fruity; green; mint; sweet,5367762,5367762
C/C=C(\C)/C(=O)OC/C=C/C1=CC=CC=C1,balsamic; floral; herbal; sweet,5367766,5367766
CC/C=C\CCOC(OCC/C=C\CC)C,green; herbal; sweet; vegetable,5367767,5367767
C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,fruity,5367785,5367785
C/C=C(\C)/C(=O)OCC(C)C,chamomile; herbal; pungent,5367806,5367806
C/C=C(/C)\C(=O)OCC(C)C,chamomile; fruity; herbal; sweet; winey,5367807,5367807
CCCCC/C=C/CC1CCCC1=O,apple; creamy; fruity; green; jasmine; melon; peach; waxy,5367848,5367848
CCCCC(=O)OC/C=C/C1=CC=CC=C1,floral; herbal; rose,5367959,5367959
CCCCCCC/C=C/C(=O)OC,fatty; fruity; green; pear; tropical,5368064,5368064
CCC/C=C/COC(=O)CC1=CC=CC=C1,green; honey; rum,5368236,5368236
CCCCC/C(=C\C1=CC=CC=C1)/CO,floral; fruity; jasmine; pear; sweet; waxy,5368491,5368491
C/C(=C\CCC(C)(C)O)/C=C,citrus; fresh,5368785,5368785
C/C=C(\C)/C=C/C=C(C)C,herbal,5368821,5368821
C/C=C/C=C/C(=O)OC(C)C,fruity; green; tropical,5368972,5368972
CCOC(/C=C/C=C/C)OCC,green; tropical,5369044,5369044
CCC/C=C/C(=O)CC,coconut; fruity; mushroom,5369061,5369061
CCCCOC(=O)/C=C/C=C/C,fruity; green; tropical; waxy,5369076,5369076
CC/C=C\CCC(OCC)OCC,fruity; green; tropical,5369371,5369371
C1=CC=C(C=C1)CCOC(=O)/C=C/C2=CC=CC=C2,balsamic; sweet,5369459,5369459
CC(/C=C/C1=CC=CC=C1)O,balsamic; floral; fruity; sweet,5369489,5369489
CC(=C/C=C/C(=O)C)C,cinnamon; nutty; spicy,5370101,5370101
CCC/C=C/C1OCC(O1)C,fruity; green,5370364,5370364
C/C=C/S/C=C/C,garlic; onion; pungent; savory,5370448,5370448
C1=CC=C(C=C1)CC(=O)OC/C=C/C2=CC=CC=C2,balsamic; floral; honey; sweet,5370599,5370599
CC(C)C/C=C(/C=O)\C1=CC=CC=C1,cocoa,5370602,5370602
CCC(=O)/C=C/C1C(=CCCC1(C)C)C,floral; oily; orris; sweet; violet; woody,5371084,5371084
CC1=CC=C(C=C1)/C=C/C=O,balsamic; cinnamon; fruity; sweet; vanilla,5371802,5371802
CC/C=C\CCOC(=O)C1=CC=CC=C1N,fruity; grape; sweet,5372353,5372353
CC/C=C\1/C2=CC=CC=C2C(=O)O1,herbal; spicy; warm,5373603,5373603
CC1=C(C(CCC1)(C)C)/C=C/C(C)O,berry; floral; fruity; violet; woody,5373729,5373729
C/C=C/C(=O)C1=C(CCCC1(C)C)C,black currant; honey; plum; rose; tobacco,5374527,5374527
CC1CCC(=C(C1(C)C)/C=C/C(=O)C)C,berry; fruity; violet; woody,5375215,5375215
CCC(=O)/C=C/C1=C(CCCC1(C)C)C,woody,5375218,5375218
CCOC1=C(C=C(C=C1)/C=C/C)OC,balsamic; spicy; vanilla; warm,5382490,5382490
CCC(=O)OC/C=C\C=C\C,fruity; pineapple; sweet; winey,5383805,5383805
C/C=C/C=C\COC(=O)C(C)C,fruity; pineapple; sweet; tropical,5383810,5383810
CCCC/C(=C\C1=CC=CC=C1)/C=O,floral; fruity; green; herbal; jasmine,5385520,5385520
CC(C)C/C=C/C(=O)C,fresh; fruity; green; herbal; ketonic,5462986,5462986
C/C=C/C(=O)OCCC(C)C,apple; chamomile; fruity; rum; sharp,5463065,5463065
COC(/C=C/C1=CC=CC=C1)OC,cinnamon; fresh; green; herbal; spicy,5463228,5463228
CCCC(=O)/C=C/C,citrus; earthy; herbal; nutty; pungent,5463238,5463238
CCCCC/C=C\CCC(=O)OCC,floral; fruity; peach; pear; pineapple; strawberry,5463488,5463488
C/C=C(\C)/C(=O)OCCC(C)C,apple; chamomile; fruity; herbal; winey,5463682,5463682
CCC(=O)OC(C)C(=O)OSC,fruity; sulfurous; tropical,5463729,5463729
C1=CC=C(C=C1)/C=C(/C(CO)O)\O,almond,5463840,5463840
CCOC(=O)C(C)/C=C/C,fruity; green; melon; pineapple; strawberry; sweet,5463855,5463855
CCCCC/C=C/COC(=O)C,fresh; fruity; green; herbal; pear,5463875,5463875
CCCCCCC/C=C/C(=O)OCC,apple; citrus; fruity; green; pear; waxy,5463904,5463904
CCCC(=O)C(CC)CC1=CC=CC=C1,berry; fruity; mint; plum,5463905,5463905
CCCCCCC/C=C/C(=O)OCCCC,apricot; coconut; fruity; green; milky; peach; waxy,5463906,5463906
CC1=CC=C(C=C1)CCC(=O)C,floral; fruity; sweet,5463908,5463908
C/C=C/C1=CC(=C(C=C1)OC=O)OC,fresh; green; orris; sweet; woody,5463909,5463909
CCC(C)CCCC(C)C=O,citrus; fresh; fruity; green; melon; rose; sweet; vegetable; waxy,5463910,5463910
CCOC(CC(C)CCCC(C)(C)O)OCC,floral,5463911,5463911
CCCCCCCCCOC(=O)CC(C)C,fatty; fruity; nutty,5463914,5463914
CCCCC/C=C/CC/C=C/C=O,citrus; fatty; melon; waxy,5463933,5463933
CCOCC=C(C)C,alcoholic; brandy; sharp,5463936,5463936
CCCCCC(CCCC(=O)OCC(CO)O)O,buttery,5463954,5463954
CC/C=C/CCOC(C)OCC,fruity; grassy; green; musty; radish; vegetable,5463962,5463962
CC(=CC[C@@H](CO)C(=C)C)C,citrus; herbal; rose; spicy; warm,5464156,5464156
CCCCC/C=C/CCCO,cucumber; earthy; fatty; fruity; herbal; melon; waxy,5702619,5702619
CCCCC/C=C/CCC=O,citrus; fresh; fruity; orange,5702654,5702654
C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2,balsamic; spicy; sweet,5705112,5705112
CC1C(=O)C(=C(S1)C)O,burnt; meaty; roasted; savory; sulfurous,5743410,5743410
CC/C=C/CCOC(=O)/C=C/C1=CC=CC=C1,balsamic; fresh; green; herbal,5744267,5744267
CC1=C(C(CCC1)(C)C)/C=C/C(C)OC(=O)C,fruity; woody,5797328,5797328
CCC(=O)/C=C/C1=CC=C(C=C1)OC,buttery; caramellic; sweet,5803450,5803450
C/C/1=C/CC2C(CC2(C)C)C(=C)CCC1OC(=O)C,fruity; woody,5832948,5832948
CCCCC/C(=C\C1=CC=CC=C1)/C(OCC)OCC,floral; green; jasmine; leafy,5875676,5875676
CCCCC(CC)/C=C/C(=O)O,fatty; oily,5916286,5916286
CC(=CCC/C(=C/COC(=O)CC(=O)C)/C)C,apple; fermented; fruity; sweet,5956805,5956805
C/C=C/C(=O)OC/C=C(\C)/CCC=C(C)C,floral; herbal; rose; sweet,5980396,5980396
CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC,floral; green; jasmine,6005821,6005821
CCCCCC(CC)OC(=O)/C(=C/C)/C,fruity; spicy,6008212,6008212
CC1COC(O1)/C=C/C2=CC=CC=C2,cinnamon; spicy; sweet,6017272,6017272
CC/C=C\CCC1CCC(=O)O1,creamy; floral; fruity; green; peach; sweet; tropical,6019677,6019677
CC/C=C/CCOC(=O)C1=CC=CC=C1O,balsamic; floral; green; sweet; woody,6021887,6021887
CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,fruity; rose; sweet,6086514,6086514
C/C(=C\CCC(C)(C)OC(=O)C)/C=C,fresh; fruity; green; pineapple,6112709,6112709
C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,honey; sweet; vanilla,6114390,6114390
CCOC(/C=C/C)OCC,ethereal; fruity; herbal; pungent; sharp,6278424,6278424
C1COC(O1)/C=C/C2=CC=CC=C2,cinnamon; spicy; sweet,6284401,6284401
CC/C=C/CCOC=O,apple; fruity; green; sharp,6306732,6306732
CCOC(=O)C/C(=C/C(=O)O)/C(=O)O,caramellic; fruity; rum; sweet; winey,6328581,6328581
CCCCCC/C=C/COC(=O)C,citrus; fruity; green; melon; waxy,6365451,6365451
CCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,fruity; herbal; rose,6365696,6365696
CC/C=C/CCCCCOC(=O)C,fatty; green; melon; pear; waxy,6365752,6365752
C/C=C/CC/C=C/C=O,fatty; green; vegetable,6365761,6365761
CC/C=C/C/C=C/C=C/C(=O)OCC,green; pear,6365780,6365780
CC/C=C/CCOC(=O)CC(=O)C,apple; earthy; green; sweet,6365957,6365957
CCCCCCOC(=O)C(C)/C=C/C,berry; fruity; grape; green; melon; pear,6366072,6366072
CCCCCCCCCC(=O)OCC/C=C/CC,fatty; fruity; green; waxy,6366077,6366077
CC/C=C/CCOC(=O)CCC(=O)C,apple; caramellic; earthy; fruity; green,6366078,6366078
CCC/C=C/COC(=O)C(C)O,fresh; green; leafy; tropical; waxy,6366079,6366079
CCCC/C=C/CCOC(=O)CC,melon; pear,6366446,6366446
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC,fatty; oily,6371716,6371716
C/C=C(\C)/C(=O)OCCC(C)CCC=C(C)C,leafy; rose,6386037,6386037
CCCCC/C=C\C/C=C\C=C\C=O,fishy; fresh; metallic,6421281,6421281
CCCCC/C=C/C=C/C(=O)C,fatty,6427130,6427130
CCCCC(=O)OCC1=CC=C(C=C1)OC,apricot; fruity; sweet,6428088,6428088
CC(=C)[C@@H]1CCC(=C)[C@H](C1)O,citrus; herbal; mint,6428442,6428442
CCC(S)S,onion; sulfurous,6428546,6428546
CCC/C=C\C=O,fresh; fruity; grassy; green,6428782,6428782
CC1=C(N=C2CCCC2=N1)C,burnt; earthy; nutty; roasted,6428802,6428802
CSCC/C=C(\CSC)/C=O,cabbage; meaty; potato; sweet; vegetable,6428936,6428936
C/C=C/C1=CC(=C(C=C1)OC(=O)CC(C)C)OC,aromatic; fruity; herbal; spicy; sweet; woody,6428969,6428969
CCC(=O)C1=NCCS1,bread; nutty; popcorn; roasted,6428990,6428990
CSSSCC1=CC=CO1,coffee; pungent; roasted,6429059,6429059
CC1(C2CC=C(C1C2)COC=O)C,spicy; sweet,6429195,6429195
CC1C(=O)C=CO1,bread; buttery; caramellic; nutty; roasted; sweet,6429310,6429310
CC/C=C/C/C=C/CCOC(=O)C,fresh; fruity; green; melon; pear,6429325,6429325
C/C=C(/C=O)\C1=CC=CC=C1,cocoa; floral; honey; musty,6429333,6429333
CCOC1=C(C=C(C=C1)CC=C)OC,herbal; musty; spicy; sweet; tea; warm,6429690,6429690
CCOC(=O)C(C)(C1=CC=CC=C1)O,creamy; sweet; vanilla,6429709,6429709
CCC1=C(SC=C1)CC,meaty; onion; roasted,6429937,6429937
CCCCCCC/C=C/CCC=O,citrus; fishy,6430162,6430162
CCCCC/C=C/CCCCC=O,citrus; fatty; waxy,6430166,6430166
CCC/C=C/CCCCCCC=O,citrus; fatty; waxy,6430169,6430169
CCCCCCC/C=C\CCC=O,citrus; fishy,6430180,6430180
CCCCC/C=C\CCCCCCC=O,citrus; fatty; fresh; fruity; orange; sweet,6430188,6430188
CCCCCOC(=O)/C(=C\C)/C,apple; chamomile; floral; fruity; jasmine; sweet; winey,6430804,6430804
CCCCCOC(=O)/C(=C/C)/C,floral; fruity; herbal; sweet,6430805,6430805
CC(CO)C(C)S,green; meaty; onion,6430892,6430892
CCCCC/C=C\CC=O,cucumber; green,6431042,6431042
C/C=C/CCCCCCCC=O,citrus; orange; sweet; waxy,6431148,6431148
CCCC(CCCC(=O)OCC)O,fatty; pineapple,6432923,6432923
CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C,apple; fruity; rose; tropical,6433150,6433150
CCCC/C=C/1\C(=C(C(=O)O1)C)C,dairy,6433214,6433214
CC(=CCC/C(=C/C(C=O)O)/C)C,floral; green; herbal; sweet,6433322,6433322
C/C=C(\C)/CO,alcoholic; earthy; fruity; green; herbal; winey,6433417,6433417
CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,balsamic; floral; fruity; spicy,6433507,6433507
CCC/C=C/CCC(=O)O,dairy; fatty; fruity; green; oily; waxy,6433715,6433715
CCC/C=C/C=C/CCCO,citrus; floral; orange; waxy,6433790,6433790
CCC/C=C\CC(=O)O,dairy; fruity; green; waxy,6434067,6434067
CC(=CCC/C(=C\CC[C@@](C)(C=C)OC(=O)C)/C)C,fresh; woody,6434513,6434513
CC/C=C\C/C=C\CCO,fresh,6434541,6434541
CCCCCCC(=O)OCC/C=C/CC,fatty; fruity; green; tropical; waxy,6434621,6434621
CC/C(=C/CCC(C)(C=C)OC(=O)C)/C,floral; fresh; fruity; pear,6434672,6434672
CC/C=C/CCOC(=O)/C(=C\C)/C,fruity; green; herbal; vegetable,6435033,6435033
CC(C)C(=O)/C=C\C1=CC=C(C=C1)OC,buttery; caramellic; fruity,6435821,6435821
C1=CC=C(C=C1)CCCOC(=O)/C=C\C2=CC=CC=C2,balsamic; fruity; rose; sweet,6435823,6435823
C/C=C\C(=O)OCC(C)C,apple; fruity; pineapple; rum,6435824,6435824
CCCOC(=O)/C=C\C1=CC=CO1,apple; fruity; honey; pear; spicy; strawberry; sweet; tropical,6435825,6435825
CC/C(=C\C1=CC=CO1)/C=O,caramellic; coconut; leathery; nutty; spicy; vanilla,6435826,6435826
C/C(=C/C1=CC=CO1)/C=O,cinnamon; spicy,6435828,6435828
C/C=C/C=C/C(=O)OCC=C,fruity; melon; pineapple; sharp; sweet,6435833,6435833
CCCCC/C(=C/C1=CC=CC=C1)/COC=O,balsamic; buttery; floral; green; herbal; sweet,6435834,6435834
CCCCC/C(=C/C1=CC=CC=C1)/COC(=O)CC(C)C,floral; fruity; hay; herbal; spicy; tobacco,6435835,6435835
CC1=CCC(CC1)C(C)(C)OC(=O)/C=C/C2=CC=CC=C2,balsamic; fruity; spicy; sweet,6435837,6435837
CCCC/C=C(\CC)/C=O,fatty; green; nutty,6435838,6435838
CCCCCCCOC(=O)/C=C/C1=CC=CC=C1,earthy; floral; green,6435839,6435839
CC/C=C/CC1=C(C(=O)CC1)C,herbal; jasmine; sweet,6435841,6435841
CCCCCCOC(=O)/C=C/CCC,fatty; fruity; green; sweet; waxy,6435861,6435861
C/C=C/C(C)C(=O)O,cheesy; fruity; hazelnut,6435866,6435866
CC(=CCC/C(=C\CS)/C)C,berry; catty; fruity; grapefruit; green; mint; sulfurous,6435868,6435868
CC/C=C\CCCC=O,cucumber; fresh; green; melon,6435869,6435869
CC/C=C\CCOC(=O)C/C=C\CC,apple; fruity; green; leafy; melon; pear; tomato; violet,6435882,6435882
C/C=C/CCCCCCCC(=O)OC,cognac; fatty; green; musty,6435903,6435903
CC(C)/C=C(/C=O)\C1=CC=CC=C1,floral,6435914,6435914
C/C=C(\CSC)/C=O,potato,6435925,6435925
CC/C=C(\C)/C(=O)OCC,berry; rum; sweet,6436311,6436311
CCCCC/C=C\C=C\C(=O)OC,pear,6436336,6436336
CCC/C=C/C(=O)OCCC,fresh; fruity; green,6436368,6436368
CC(=CCC/C(=C\COC(=O)CC1=CC=CC=C1)/C)C,floral; honey; rose; sweet,6436374,6436374
CC/C=C/CCC1(CCC(=O)O1)C,coconut; floral; jasmine,6436439,6436439
CCC/C=C/C(OC)OC,apple; fruity; green,6436486,6436486
CCC/C=C/C=C/CO,chicken; fatty; melon,6436488,6436488
CCCCCCC/C=C/C=C/CO,chicken; fatty,6436491,6436491
C/C=C(\C)/COC(=O)C,banana; fruity; green,6436502,6436502
