SMILES,Odor,Stimulus,CID
CCCC/C=C/CCC=O,fatty; fruity; green; melon; waxy,5283337,5283337
CC/C=C/CCCCC=O,fresh; green; melon; tropical,5283338,5283338
CCCC/C=C/C=C/C=O,chicken; fatty; nutty,5283339,5283339
CCCCCCC/C=C/C=O,chicken; earthy; fatty; green; mushroom; waxy,5283345,5283345
CCC/C=C/CCCCC=O,cucumber; fatty; green,5283348,5283348
CCCCC/C=C/C=C/C=O,citrus; fatty,5283349,5283349
CCCCCCCC/C=C/C=O,citrus; fresh; lemon; orange; sweet,5283356,5283356
CCCCC/C=C/C/C=C/C=O,fatty,5283358,5283358
CCCCCCCCC/C=C/C=O,orange; waxy,5283361,5283361
CCCCCCCCCC/C=C/C=O,citrus; creamy; fatty; green; waxy,5283363,5283363
CCCCCCCCCCC/C=C/C=O,citrus; fatty; floral; green; waxy,5283366,5283366
CCCCCCCC/C=C/CCCCCCCC=O,chicken; fatty; meaty; roasted,5283381,5283381
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,oily; sweet,5283468,5283468
Nc1ccccc1C(=O)OC/C=C/c1ccccc1,floral; fruity; grape,5284369,5284369
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,fatty; oily,5284421,5284421
CCCCCCCC/C=C\CCCCCCCCO,fatty,5284499,5284499
CC/C=C/CCO,apple; fatty; fruity; grassy; green; herbal; leafy; vegetable,5284503,5284503
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,floral; green; woody,5284507,5284507
CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O,fatty; fishy,5312542,5312542
CCCCCC/C=C/C(=O)O,fatty; green,5312586,5312586
CCCCCCCCCCC(=O)C(=O)O,creamy; peach,5312887,5312887
CC(C)=CC/C=C(\C)C1CC=C(C)CC1,balsamic; citrus; floral; sweet; tropical; woody,5315468,5315468
O=C1CCCCCCC/C=C\CCCCCCC1,animal; musk; sweet,5315941,5315941
CCCCC/C=C/C(C)=O,cheesy; dairy; earthy; fruity; mushroom; nutty; waxy,5317045,5317045
CCOC(=O)/C=C(\C)CCC=C(C)C,green; rose; woody,5317247,5317247
CCCC/C=C/CO,fatty; green; pungent,5318017,5318017
CCC/C=C/CCO,floral; fresh; grassy; green; herbal,5318018,5318018
CCC/C=C/CO,fruity; green; leafy; sharp,5318042,5318042
CCCCC/C=C/C=C/C(=O)NCC(C)C,spicy,5318516,5318516
CCCCC/C=C/CO,citrus; cucumber; fatty; green; oily,5318599,5318599
CC(C)[C@@H]1C=C[C@@](C)(O)CC1,floral; herbal; musty,5319367,5319367
C=C(C)/C=C/C(CCC(C)=O)C(C)C,aromatic; hay; tea; tobacco,5319691,5319691
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,fatty; oily,5319706,5319706
CC/C=C(\C)C=O,fruity; green; pungent,5319754,5319754
CCCSSSC,garlic; green; onion; sweet,5319765,5319765
CC(C)CC(=O)OCC1=CCC2CC1C2(C)C,fruity; herbal; woody,5319992,5319992
C=C/C(C)=C\CC=C(C)C,floral; herbal; sweet; warm,5320250,5320250
C/C=C/SSCCC,nutty; onion; savory,5320722,5320722
CC1=CC(=O)CC(C)(C)C12CCC(C)O2,floral; tea,5321925,5321925
C/C=C(\C)C=O,almond; fruity; green; herbal,5321950,5321950
C/C=C/C=C/C(=O)OC,anisic; fruity; nutty; sweet; vanilla,5323650,5323650
CCC/C=C\CO,fresh; green; vegetable,5324489,5324489
C/C=C\C(C)C,gasoline,5326159,5326159
CC(C)=CCC/C(C)=C/C1OCC(C)O1,citrus; lemon; sweet,5338463,5338463
CCCC(=O)OC/C=C(/C)CCC=C(C)C,floral; fruity; orange; sweet,5352162,5352162
CC/C=C\CCOC(=O)CCCCCCC,fatty; fruity; green; tropical; waxy; winey,5352267,5352267
CCCCC/C=C\CCC(=O)OC,fatty; fruity; green; pear; tropical; waxy,5352371,5352371
CCCCC/C=C\CC1CCC(=O)O1,buttery; creamy; dairy; fatty; peach; waxy,5352428,5352428
COC(/C=C(\C)CCC=C(C)C)OC,citrus; lemon,5352435,5352435
CC/C=C\CCOC(=O)CCC,buttery; fruity; green; winey,5352438,5352438
C/C=C(\C)C(=O)OCCCC,caramellic; chamomile; ethereal; floral; fruity; herbal; sweet,5352450,5352450
CCC/C=C/COC(=O)C(C)CC,apple; fruity; green,5352459,5352459
CCC/C=C/COC(=O)CC(C)C,apple; buttery; fruity; tropical,5352460,5352460
CCC/C=C/COC(=O)CCC,fresh; fruity; green,5352461,5352461
CCC/C=C/COC(=O)CC,apple; fruity; pear; ripe,5352463,5352463
CC(=O)/C=C/C12OC1(C)CCCC2(C)C,floral; fruity; orris; sweet; violet; woody,5352481,5352481
CC/C=C\CCOC(=O)C(C)C,apple; fruity; grassy; green; pear,5352539,5352539
CC/C=C\CCOC(=O)CCCCC,fruity; green; pear,5352543,5352543
CC/C=C/CCOC(C)=O,banana; fruity; green; pear; sharp,5352557,5352557
CCCCC/C=C(/C=O)CCCC,aldehydic; citrus; fatty; fruity; grassy; green,5352696,5352696
CCC/C=C\CCC(=O)OCC,fatty; fruity; green; pear; pineapple,5352770,5352770
C=CC/C=C/CCC(=O)OCC,fruity; pear; pineapple,5352798,5352798
CCC/C=C/CCC(=O)OCC,citrus; fruity; pear,5352799,5352799
CCCCC/C=C/CCO,green; melon; waxy,5352807,5352807
CC/C=C/CC(C)OC(C)=O,fruity; green,5352813,5352813
CCCCC/C=C\CCCOC(C)=O,citrus; fatty; floral; fruity; herbal; rose; waxy,5352830,5352830
C/C=C\CCCOC(C)=O,banana; fruity; green,5352834,5352834
CCC/C=C\CCCO,earthy; fresh; fruity; green; herbal; sweet,5352836,5352836
CC/C=C\CCCCO,fruity; green; melon; mushroom,5352837,5352837
CCCCCCCCC/C=C/CO,citrus; fatty,5352845,5352845
CCC/C=C1/OC(=O)c2ccccc21,herbal,5352899,5352899
CCC/C=C/COC=O,fruity; green; rum,5352972,5352972
CCC/C=C/COC(=O)CCCCC,apple; berry; fruity; green; pear; tea; waxy,5352973,5352973
CCC/C=C/COC(=O)CCCC,apple; cognac; fruity; green; pear; pineapple; waxy; winey,5352974,5352974
CC/C=C/CCOC(=O)CCCCC,apple; fatty; fruity; green; pear,5352975,5352975
CC/C=C/CCOC(=O)CCCC,buttery; fruity; green; tropical,5352976,5352976
CC(C)=CCC/C(C)=C/COC(=O)c1ccccc1,floral; rose,5353011,5353011
COc1cc(/C=C/C(C)=O)ccc1O,balsamic; creamy; spicy; sweet; vanilla; warm,5354238,5354238
CCC/C=C(/C=O)CC,apple; fruity; lemon,5354264,5354264
C/C=C/c1ccc(OCC)c(O)c1,phenolic; vanilla,5354280,5354280
C/C=C/C(=O)OCCc1ccccc1,dry; herbal; musty; rose; sweet,5354304,5354304
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,fatty; fishy; oily,5354342,5354342
C/C=C/C(=O)OC(C)C,apple; chamomile; fruity; sweet,5354359,5354359
C=CCOC(=O)/C=C/C,fresh; fruity; pungent,5354763,5354763
CCCCCC/C=C\C=O,cucumber; fatty; melon; orris; waxy,5354833,5354833
CCCCCCC/C=C\C=O,fatty; orange; waxy,5354834,5354834
O=COC/C=C/c1ccccc1,apple; balsamic; fruity; herbal,5354883,5354883
C/C(C=O)=C/c1ccccc1,balsamic; cinnamon; spicy; sweet,5354896,5354896
COc1ccc(/C=C(/C)C=O)cc1,cinnamon; floral; fruity; spicy,5354898,5354898
CCCCCCCCC/C=C\C=O,citrus; fatty; orange,5354899,5354899
CC(C)/C=C\C=O,aldehydic; apple; cognac; fresh; green; woody,5354998,5354998
CC/C=C\CC(=O)O,cheesy; fruity; grassy; green; melon,5355152,5355152
CCCC(=O)OC/C=C/c1ccccc1,balsamic; floral; fruity,5355254,5355254
O=C1CCCCCCC/C=C\CCCCCCO1,fruity; musk; warm,5355293,5355293
C/C=C\C=C\C(=O)OCCC,fresh; fruity; green; pineapple; tropical,5355333,5355333
COC(=O)/C=C/c1ccco1,cinnamon; fruity; spicy,5355414,5355414
CCC(=O)OC/C=C/c1ccccc1,balsamic; floral; fruity; rose; spicy,5355850,5355850
CC(C)C(=O)OC/C=C/c1ccccc1,apple; banana; pineapple; plum,5355851,5355851
CCC(=O)OC/C=C(\C)CCC=C(C)C,fruity; grape; rose; sweet,5355853,5355853
CCCCCOC(=O)/C=C/c1ccccc1,balsamic; cocoa; floral; sweet,5355854,5355854
CC(C)CC(=O)OC/C=C/c1ccccc1,floral; green; herbal; rose,5355855,5355855
CCCC(=O)OC/C=C(\C)CCC=C(C)C,fruity; rose; sweet,5355856,5355856
C=CC(C)(CCC=C(C)C)OC(=O)/C=C/c1ccccc1,balsamic; floral; sweet,5355858,5355858
CC(=O)/C(C)=C\c1ccccc1,berry; caramellic; fruity; sweet,5355902,5355902
CCOC(/C=C/c1ccccc1)OCC,fresh; green; spicy; sweet,5356250,5356250
C/C=C\C(=O)OCCCCC,apple; chamomile; fresh; fruity; pungent,5356256,5356256
C/C=C/C(=O)OCc1ccccc1,herbal; spicy; warm,5356259,5356259
CCCCCC(=O)OC/C=C/c1ccccc1,balsamic; fruity; sweet,5356261,5356261
C/C=C(/C)C(=O)OC,ethereal; fruity; herbal; rum,5356352,5356352
C=C[C@@](C)(O)CC/C=C(/C)CCC=C(C)C,floral; green; woody,5356544,5356544
C/C=C\C(C)=O,fishy; fruity; musty; pungent; spicy,5356572,5356572
CCCCCCC/C=C\C(=O)O,fatty; fruity; orange; peach; sweet; waxy,5356596,5356596
C=C/C=C\C=O,green; pungent; spicy,5356697,5356697
CC(=O)/C(C)=C\C1C(C)=CCCC1(C)C,floral; orris; sweet; violet,5356787,5356787
CC(=O)/C(C)=C\C1=C(C)CCCC1(C)C,orris; woody,5356788,5356788
C/C=C\CCCCC,gasoline,5356796,5356796
C/C=C\C(=O)OCCCCCCCC,floral; fresh; fruity; herbal,5356896,5356896
C/C=C\C(=O)OCCCCCC,apple; fruity; pear; pineapple; woody,5356908,5356908
CCOC(=O)/C(=C\c1ccccc1)C(C)=O,caramellic; fruity; spicy,5356940,5356940
C/C=C(\C)C(=O)OCCc1ccccc1,dry; green; herbal; leafy; rose,5357002,5357002
O=C(/C=C/c1ccccc1)OC1CCCCC1,almond; balsamic; cherry; fruity; sweet,5357153,5357153
C=CC(C)(CC/C=C(/C)CCC=C(C)C)OC(=O)C(C)C,fruity; pear; sweet; woody,5357159,5357159
CCC/C=C/CCC,gasoline,5357253,5357253
CCCCCC/C=C\C(=O)OC,coconut; fatty; green; violet,5357388,5357388
CCCC/C=C/C(C)O,earthy; green; melon; mushroom; nutty,5358336,5358336
CCCC/C=C/C(=O)OCC,apple; fruity; green; melon,5358363,5358363
C/C=C\C(=O)CC,green; horseradish; metallic; pungent; rum; spicy; tropical,5358374,5358374
CCCCC(CO)C(C)=O,fruity; herbal; spicy,5362561,5362561
C=Cc1sc(C)nc1C,meaty; nutty,5362563,5362563
CCC(C)C1N=C(C)C(C)S1,chocolate; herbal; nutty; roasted; vegetable,5362564,5362564
C/C(=C\C(C)C)C(=O)O,animal; cheesy; fruity; ripe,5362565,5362565
CC(=O)c1ccnc(C)n1,animal; caramellic; meaty; nutty; roasted,5362572,5362572
CCC(CC)C(=O)OC/C=C(\C)CCC=C(C)C,apple; fruity,5362579,5362579
CCCCC/C=C(\C)C=O,aldehydic; citrus; fatty; fruity; green; waxy,5362580,5362580
CCOC(=O)C1OC1(C)c1ccc(C)cc1,almond; cherry; floral; fruity; sweet; vanilla,5362581,5362581
CCCCC/C=C/CCC(=O)OCC,apple; fatty; green; pear; pineapple; waxy,5362583,5362583
CCC1N=C(C)C(C)S1,cocoa; meaty; musty; nutty; peach,5362584,5362584
C/C=C/C(=O)C(C)CC,hazelnut; metallic,5362588,5362588
CCCCC/C=C/COC(=O)CCC,berry; fruity; waxy,5362591,5362591
CCCCC/C=C/C=C/C(=O)OCCC,fruity; green; melon; pear; tropical; waxy,5362592,5362592
CC/C=C/CC(=O)OCC,fruity; green; pineapple,5362622,5362622
CC/C=C\CC(=O)OCC,apple; fresh; fruity; green; pear; pineapple; sweet; tropical,5362623,5362623
CC(C)C/C=C(/C=O)C(C)C,cocoa; earthy; herbal; woody,5362661,5362661
CC/C=C\CCCCCC=O,aldehydic; citrus; cucumber,5362695,5362695
CCCCC/C=C/C=C/CO,chicken; fatty,5362696,5362696
CC/C=C\CCCCC=O,citrus; cucumber; fresh,5362720,5362720
CC/C=C/CC(=O)OC,fruity; green; honey; pineapple; tropical,5362782,5362782
CC/C=C\CCCCCO,fruity; green; melon; waxy,5362792,5362792
CC/C=C\CCC=O,creamy; green; vegetable,5362814,5362814
CC/C=C/CCC(=O)OCC,fruity; green; melon; vegetable; waxy,5362816,5362816
CC(C)=CCC/C(C)=C/COC(=O)CC(C)C,fruity; peach,5362830,5362830
CC/C=C\CC/C=C/CO,cucumber; green; herbal; violet,5362833,5362833
C=C/C(C)=C/CC(O)C(=C)C,camphoreous,5362854,5362854
CC(C)=CC/C=C(/C)CCO,floral; rose,5362876,5362876
C/C=C(/C=O)CC,fruity; pungent,5362897,5362897
CC/C=C\CC/C=C/COC(C)=O,apple; cucumber; green; melon; nutty; spicy; violet,5363120,5363120
CC(=O)/C=C/C(C)C,berry; cheesy; metallic,5363140,5363140
CCCC/C=C/COC(C)=O,fatty; fruity; green; pineapple; sweet; tropical; waxy,5363203,5363203
CCC/C=C/CCOC(C)=O,banana; berry; fruity; green; sweet; tropical,5363206,5363206
CCCCCCC/C=C/COC(C)=O,citrus; fatty; fruity; waxy,5363207,5363207
CCCC/C=C/C(C)=O,earthy; fruity; mushroom,5363229,5363229
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCCCC,oily; sweet,5363230,5363230
CC(=O)/C=C/CCC(C)C,creamy; earthy; fatty; green; meaty; nutty; oily,5363231,5363231
CCCCCC/C=C/C(C)=O,buttery; chicken; fatty; fruity; green; jasmine; savory; waxy,5363233,5363233
CCCCCCCC/C=C\CCCCCCCCOC(C)=O,fatty; fruity; oily,5363289,5363289
CC/C=C\CCOC(=O)C(C)=O,caramellic; green; spicy,5363291,5363291
CCC/C=C\COC(C)=O,fruity; green; tropical,5363374,5363374
CC/C=C\CCOC(C)=O,banana; fruity; grassy; green,5363388,5363388
C/C=C/C=C/COC(C)=O,apple; fruity; pear; pineapple; sweet; winey,5363491,5363491
C/C=C(\C)C1CCC(C)(C)O1,camphoreous; citrus; fresh; mint,5363526,5363526
CCC/C=C/CCC(C)=O,berry; cheesy; dairy; fruity; herbal,5363537,5363537
C=C1CCCC(C)(C)C1/C=C/C(C)=O,floral; green; violet; woody,5363741,5363741
CC1=CCCC(C)(C)C1/C=C/C(C)O,berry; floral; violet,5363817,5363817
CC/C=C\CCOC(=O)C(C)O,fresh; green; leafy,5364231,5364231
CC/C=C\CC(OCC)OCC,apple; green; herbal; spicy,5364291,5364291
CCCCCC/C=C/C(=O)OCC,fatty; fruity; green; pear; pineapple; waxy,5364389,5364389
CCCC/C=C/CC(=O)OCC,fatty; fruity; pineapple; tropical,5364397,5364397
CCCCC/C=C/C(=O)OCC,fruity; green; pear; pineapple; tropical,5364399,5364399
CCC/C=C/C(=O)OC,fruity; green; musty; sharp,5364409,5364409
CCCCCCCC/C=C/CCCCCCCC(=O)OCC,oily; sweet,5364430,5364430
C/C=C/CCCCCCCC,gasoline,5364452,5364452
CCCC/C=C/CCO,earthy; fresh; herbal; melon,5364475,5364475
CCC/C=C\CCO,floral; grassy; green; herbal; melon,5364517,5364517
CC/C(C)=C/CC/C(C)=C/C=O,citrus; fresh; fruity; herbal; lemon,5364526,5364526
CCCCC/C=C/C(=O)OC,fruity; green; melon; pear,5364532,5364532
CCC/C=C/C(C)=O,cheesy; dairy; fruity; grassy; green; milky; sweet,5364578,5364578
CCCC/C=C/C=C/CO,chicken; cucumber; fatty; green; melon,5364586,5364586
CCCCC/C=C\CCO,fresh; green; melon; waxy,5364631,5364631
C=CCOC(=O)/C(C)=C/C,berry; earthy; fruity; green; herbal; sweet,5364729,5364729
CC/C=C/C=O,apple; fruity; green,5364752,5364752
CCCCCC/C=C/CCCCCCCC(=O)OCC,fatty; oily,5364759,5364759
CCC/C=C/C(=O)OCC,fruity; green; rum; sweet,5364778,5364778
C/C=C(/C)C(=O)OCCCC,caramellic; chamomile; floral; fruity; herbal; sweet; winey,5364789,5364789
CC/C=C\CO,citrus; ethereal; fruity; green,5364919,5364919
CC/C=C/CO,citrus; ethereal; fresh; fruity; green; metallic,5364920,5364920
CCCCCC/C=C/CO,chicken; fatty; green; melon,5364941,5364941
CCCCCCCCCC/C=C/CO,citrus; waxy,5364949,5364949
CCCCC/C=C\CO,fatty; floral; green; musty; vegetable,5364959,5364959
CCCCCCCC/C=C/CO,floral; rose; waxy,5365004,5365004
CCCCCC/C=C\CO,cucumber; green; melon; waxy,5365027,5365027
CC/C=C\CCOC(=O)CC,apple; citrus; green; pear; sweet; vegetable; waxy,5365049,5365049
CC/C=C\CCOC(=O)C(C)CC,apple; fruity; green; pear; pineapple,5365069,5365069
CCC/C=C/COC(=O)CCCCCCC,earthy; fruity; green; oily; pear; winey,5365136,5365136
CCC/C=C/C(OCC)OCC,apple; fruity; green,5365137,5365137
CC/C=C\CCOC=O,apple; fruity; green; sharp,5365587,5365587
C/C=C\CCCO,fruity; green; tomato; vegetable,5365589,5365589
O=C1CCCCC/C=C\CCCCCCCCO1,musk,5365703,5365703
CC/C=C/C/C=C/CCO,chicken; cucumber; fatty; fishy; green,5365706,5365706
CCOC(/C=C(\C)CCC=C(C)C)OCC,citrus; fresh; green,5365794,5365794
CC(C)=CCC/C(C)=C/C(C)O,lemon; pine; woody,5365818,5365818
C/C=C/C(=O)OCCC,apple; caramellic; chamomile; ethereal; fruity,5365824,5365824
CCOC/C=C(\C)CCC=C(C)C,floral; green; rose; spicy,5365847,5365847
CCCCC(=O)OC/C=C(\C)CCC=C(C)C,apple; fruity; pineapple; rose; tobacco,5365850,5365850
C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,balsamic; floral; rose; sweet,5365872,5365872
C/C=C/C(=O)CCCC,fruity; green; pineapple; sweet; tropical; vegetable,5365891,5365891
CC/C=C(\C)C(=O)O,caramellic; green; strawberry; sweet,5365909,5365909
COC(=O)/C=C(\C)CCC=C(C)C,fruity; green; waxy,5365910,5365910
C/C=C/C(=O)C1C(C)C=CCC1(C)C,black currant; fruity; rose,5365916,5365916
C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,berry; fruity; pineapple; sweet; woody,5365976,5365976
CCC(=O)OC/C=C(/C)CCC=C(C)C,fruity; sweet,5365982,5365982
CC(C)=CCC/C(C)=C\COC(=O)C(C)C,floral; rose; sweet,5365991,5365991
CCCCCC(=O)OC/C=C(\C)CCC=C(C)C,fruity; pineapple; rose; tropical,5365992,5365992
C/C=C/C(=O)OCCCCCC,apple; fruity; pear; pineapple; woody,5366038,5366038
CC(C)=CCC/C(C)=C/COC(=O)Cc1ccccc1,floral; honey; rose; sweet,5366044,5366044
C/C=C/C(=O)OC1CC(C)CCC1C(C)C,fresh; herbal; mint,5366049,5366049
C/C=C/C(=O)C1=C(C)C=CCC1(C)C,apple; floral; fruity; plum; rose; tea; tobacco,5366074,5366074
C/C=C/C(=O)C1C(C)=CCCC1(C)C,apple; black currant; mint; plum; rose,5366077,5366077
C/C=C(/C)C(=O)OCCC(C)C,chamomile; floral; fruity; herbal; winey,5366155,5366155
C/C=C/C(O)CCCC,apple; cherry; fruity; pear,5366203,5366203
C=CC(C)(O)C/C=C/C(=C)C,citrus; floral; fresh; fruity; grape; woody,5366264,5366264
CCC/C=C/COC(C)OCC,apple; fresh; fruity; green; sharp; vegetable,5366366,5366366
C/C=C/SSC,fresh; onion; pungent,5366552,5366552
CCCCC/C=C/CC(=O)OC,fatty; fruity; green; pear,5366844,5366844
CCC/C=C/CCC(=O)OC,fruity; green,5366856,5366856
CC/C=C/C=C/CO,almond; cheesy; fatty; nutty,5367391,5367391
C=C/C=C/C=C/CCCCC,green; herbal,5367412,5367412
CCCCCCC/C=C/C=C/C=O,fatty; grapefruit; meaty; orange,5367530,5367530
CCCCCC/C=C/C=C/C=O,buttery; chicken; fatty; green; oily,5367531,5367531
CC/C=C\CCCO,creamy; fruity; grassy; green,5367536,5367536
CC/C=C\CCOC(=O)CC(C)C,apple; fruity; green,5367681,5367681
CC/C=C\CCOC(=O)Cc1ccccc1,floral; green; honey; melon; sweet; tropical; waxy,5367698,5367698
CC/C=C\CCOC(=O)c1ccccc1,balsamic; green; herbal; sweet; woody,5367706,5367706
CC/C=C/CC1C(=O)CCC1CC(=O)OC,floral; jasmine,5367719,5367719
CC/C=C/C(=O)OCC,apple; banana; fruity; tropical,5367761,5367761
C/C=C(\C)C(=O)OCCC,chamomile; fruity; green; mint; sweet,5367762,5367762
C/C=C(\C)C(=O)OC/C=C/c1ccccc1,balsamic; floral; herbal; sweet,5367766,5367766
CC/C=C\CCOC(C)OCC/C=C\CC,green; herbal; sweet; vegetable,5367767,5367767
C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C,fruity,5367785,5367785
C/C=C(\C)C(=O)OCC(C)C,chamomile; herbal; pungent,5367806,5367806
C/C=C(/C)C(=O)OCC(C)C,chamomile; fruity; herbal; sweet; winey,5367807,5367807
CCCCC/C=C/CC1CCCC1=O,apple; creamy; fruity; green; jasmine; melon; peach; waxy,5367848,5367848
CCCCC(=O)OC/C=C/c1ccccc1,floral; herbal; rose,5367959,5367959
CCCCCCC/C=C/C(=O)OC,fatty; fruity; green; pear; tropical,5368064,5368064
CCC/C=C/COC(=O)Cc1ccccc1,green; honey; rum,5368236,5368236
CCCCC/C(=C\c1ccccc1)CO,floral; fruity; jasmine; pear; sweet; waxy,5368491,5368491
C=C/C(C)=C/CCC(C)(C)O,citrus; fresh,5368785,5368785
C/C=C(C)/C=C/C=C(C)C,herbal,5368821,5368821
C/C=C/C=C/C(=O)OC(C)C,fruity; green; tropical,5368972,5368972
C/C=C/C=C/C(OCC)OCC,green; tropical,5369044,5369044
CCC/C=C/C(=O)CC,coconut; fruity; mushroom,5369061,5369061
C/C=C/C=C/C(=O)OCCCC,fruity; green; tropical; waxy,5369076,5369076
CC/C=C\CCC(OCC)OCC,fruity; green; tropical,5369371,5369371
O=C(/C=C/c1ccccc1)OCCc1ccccc1,balsamic; sweet,5369459,5369459
CC(O)/C=C/c1ccccc1,balsamic; floral; fruity; sweet,5369489,5369489
CC(=O)/C=C/C=C(C)C,cinnamon; nutty; spicy,5370101,5370101
CCC/C=C/C1OCC(C)O1,fruity; green,5370364,5370364
C/C=C/S/C=C/C,garlic; onion; pungent; savory,5370448,5370448
O=C(Cc1ccccc1)OC/C=C/c1ccccc1,balsamic; floral; honey; sweet,5370599,5370599
CC(C)C/C=C(/C=O)c1ccccc1,cocoa,5370602,5370602
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,floral; oily; orris; sweet; violet; woody,5371084,5371084
Cc1ccc(/C=C/C=O)cc1,balsamic; cinnamon; fruity; sweet; vanilla,5371802,5371802
CC/C=C\CCOC(=O)c1ccccc1N,fruity; grape; sweet,5372353,5372353
CC/C=C1\OC(=O)c2ccccc21,herbal; spicy; warm,5373603,5373603
CC1=C(/C=C/C(C)O)C(C)(C)CCC1,berry; floral; fruity; violet; woody,5373729,5373729
C/C=C/C(=O)C1=C(C)CCCC1(C)C,black currant; honey; plum; rose; tobacco,5374527,5374527
CC(=O)/C=C/C1=C(C)CCC(C)C1(C)C,berry; fruity; violet; woody,5375215,5375215
CCC(=O)/C=C/C1=C(C)CCCC1(C)C,woody,5375218,5375218
C/C=C/c1ccc(OCC)c(OC)c1,balsamic; spicy; vanilla; warm,5382490,5382490
C/C=C/C=C\COC(=O)CC,fruity; pineapple; sweet; winey,5383805,5383805
C/C=C/C=C\COC(=O)C(C)C,fruity; pineapple; sweet; tropical,5383810,5383810
CCCC/C(C=O)=C\c1ccccc1,floral; fruity; green; herbal; jasmine,5385520,5385520
CC(=O)/C=C/CC(C)C,fresh; fruity; green; herbal; ketonic,5462986,5462986
C/C=C/C(=O)OCCC(C)C,apple; chamomile; fruity; rum; sharp,5463065,5463065
COC(/C=C/c1ccccc1)OC,cinnamon; fresh; green; herbal; spicy,5463228,5463228
C/C=C/C(=O)CCC,citrus; earthy; herbal; nutty; pungent,5463238,5463238
CCCCC/C=C\CCC(=O)OCC,floral; fruity; peach; pear; pineapple; strawberry,5463488,5463488
C/C=C(\C)C(=O)OCCC(C)C,apple; chamomile; fruity; herbal; winey,5463682,5463682
CCC(=O)OC(C)C(=O)OSC,fruity; sulfurous; tropical,5463729,5463729
OCC(O)/C(O)=C/c1ccccc1,almond,5463840,5463840
C/C=C/C(C)C(=O)OCC,fruity; green; melon; pineapple; strawberry; sweet,5463855,5463855
CCCCC/C=C/COC(C)=O,fresh; fruity; green; herbal; pear,5463875,5463875
CCCCCCC/C=C/C(=O)OCC,apple; citrus; fruity; green; pear; waxy,5463904,5463904
CCCC(=O)C(CC)Cc1ccccc1,berry; fruity; mint; plum,5463905,5463905
CCCCCCC/C=C/C(=O)OCCCC,apricot; coconut; fruity; green; milky; peach; waxy,5463906,5463906
CC(=O)CCc1ccc(C)cc1,floral; fruity; sweet,5463908,5463908
C/C=C/c1ccc(OC=O)c(OC)c1,fresh; green; orris; sweet; woody,5463909,5463909
CCC(C)CCCC(C)C=O,citrus; fresh; fruity; green; melon; rose; sweet; vegetable; waxy,5463910,5463910
CCOC(CC(C)CCCC(C)(C)O)OCC,floral,5463911,5463911
CCCCCCCCCOC(=O)CC(C)C,fatty; fruity; nutty,5463914,5463914
CCCCC/C=C/CC/C=C/C=O,citrus; fatty; melon; waxy,5463933,5463933
CCOCC=C(C)C,alcoholic; brandy; sharp,5463936,5463936
CCCCCC(O)CCCC(=O)OCC(O)CO,buttery,5463954,5463954
CC/C=C/CCOC(C)OCC,fruity; grassy; green; musty; radish; vegetable,5463962,5463962
C=C(C)[C@H](CO)CC=C(C)C,citrus; herbal; rose; spicy; warm,5464156,5464156
CCCCC/C=C/CCCO,cucumber; earthy; fatty; fruity; herbal; melon; waxy,5702619,5702619
CCCCC/C=C/CCC=O,citrus; fresh; fruity; orange,5702654,5702654
O=C(OC/C=C/c1ccccc1)c1ccccc1,balsamic; spicy; sweet,5705112,5705112
CC1=C(O)C(=O)C(C)S1,burnt; meaty; roasted; savory; sulfurous,5743410,5743410
CC/C=C/CCOC(=O)/C=C/c1ccccc1,balsamic; fresh; green; herbal,5744267,5744267
CC(=O)OC(C)/C=C/C1=C(C)CCCC1(C)C,fruity; woody,5797328,5797328
CCC(=O)/C=C/c1ccc(OC)cc1,buttery; caramellic; sweet,5803450,5803450
C=C1CCC(OC(C)=O)/C(C)=C\CC2C1CC2(C)C,fruity; woody,5832948,5832948
CCCCC/C(=C\c1ccccc1)C(OCC)OCC,floral; green; jasmine; leafy,5875676,5875676
CCCCC(/C=C/C(=O)O)CC,fatty; oily,5916286,5916286
CC(=O)CC(=O)OC/C=C(\C)CCC=C(C)C,apple; fermented; fruity; sweet,5956805,5956805
C/C=C/C(=O)OC/C=C(\C)CCC=C(C)C,floral; herbal; rose; sweet,5980396,5980396
CCCCC/C(=C\c1ccccc1)C(OC)OC,floral; green; jasmine,6005821,6005821
C/C=C(\C)C(=O)OC(CC)CCCCC,fruity; spicy,6008212,6008212
CC1COC(/C=C/c2ccccc2)O1,cinnamon; spicy; sweet,6017272,6017272
CC/C=C\CCC1CCC(=O)O1,creamy; floral; fruity; green; peach; sweet; tropical,6019677,6019677
CC/C=C/CCOC(=O)c1ccccc1O,balsamic; floral; green; sweet; woody,6021887,6021887
